source_id,song_id,section,section_type,section_index,start_time,end_time,genre,mood,instruments,energy,narrative_role,license,description
10152023_-_041_-__FREE__Gunna_Type_Beat_2023_-__go_crazy____Guitar_Type_Beat_seg002,"10152023 - 041 - [FREE] Gunna Type Beat 2023 - ""go crazy"" | Guitar Type Beat",hook,hook,3,60.0,90.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.90,central hook,owned,"hook, 134 BPM, C minor, dark trap beat, 808 bass|trap hi-hats, high energy"
10152023_-_041_-__FREE__Gunna_Type_Beat_2023_-__go_crazy____Guitar_Type_Beat_seg003,"10152023 - 041 - [FREE] Gunna Type Beat 2023 - ""go crazy"" | Guitar Type Beat",verse,verse,4,90.0,120.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.60,narrative build,owned,"verse, 134 BPM, C minor, dark trap beat, 808 bass|trap hi-hats, medium energy"
10152023_-_041_-__FREE__Gunna_Type_Beat_2023_-__go_crazy____Guitar_Type_Beat_seg004,"10152023 - 041 - [FREE] Gunna Type Beat 2023 - ""go crazy"" | Guitar Type Beat",hook,hook,5,120.0,150.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.90,central hook,owned,"hook, 134 BPM, C minor, dark trap beat, 808 bass|trap hi-hats, high energy"
10152023_-_041_-__FREE__Gunna_Type_Beat_2023_-__go_crazy____Guitar_Type_Beat_seg005,"10152023 - 041 - [FREE] Gunna Type Beat 2023 - ""go crazy"" | Guitar Type Beat",outro,outro,6,150.0,180.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.25,closing,owned,"outro, 134 BPM, C minor, dark trap beat, 808 bass|trap hi-hats, low energy"
40E44C89-D212-4D96-BCB4-41D39EB9C2E2_seg000,40E44C89-D212-4D96-BCB4-41D39EB9C2E2,intro,intro,1,0.0,30.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.30,sparse opening,owned,"intro, 101 BPM, G# minor, dark trap beat, 808 bass|trap hi-hats, low energy"
40E44C89-D212-4D96-BCB4-41D39EB9C2E2_seg001,40E44C89-D212-4D96-BCB4-41D39EB9C2E2,verse,verse,2,30.0,60.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.60,narrative build,owned,"verse, 101 BPM, G# minor, dark trap beat, 808 bass|trap hi-hats, medium energy"
40E44C89-D212-4D96-BCB4-41D39EB9C2E2_seg002,40E44C89-D212-4D96-BCB4-41D39EB9C2E2,hook,hook,3,60.0,90.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.90,central hook,owned,"hook, 101 BPM, G# minor, dark trap beat, 808 bass|trap hi-hats, high energy"
40E44C89-D212-4D96-BCB4-41D39EB9C2E2_seg003,40E44C89-D212-4D96-BCB4-41D39EB9C2E2,verse,verse,4,90.0,120.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.60,narrative build,owned,"verse, 101 BPM, G# minor, dark trap beat, 808 bass|trap hi-hats, medium energy"
40E44C89-D212-4D96-BCB4-41D39EB9C2E2_seg004,40E44C89-D212-4D96-BCB4-41D39EB9C2E2,hook,hook,5,120.0,150.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.90,central hook,owned,"hook, 101 BPM, G# minor, dark trap beat, 808 bass|trap hi-hats, high energy"
40E44C89-D212-4D96-BCB4-41D39EB9C2E2_seg005,40E44C89-D212-4D96-BCB4-41D39EB9C2E2,verse,verse,6,150.0,180.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.60,narrative build,owned,"verse, 101 BPM, G# minor, dark trap beat, 808 bass|trap hi-hats, medium energy"
40E44C89-D212-4D96-BCB4-41D39EB9C2E2_seg006,40E44C89-D212-4D96-BCB4-41D39EB9C2E2,outro,outro,7,180.0,210.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.25,closing,owned,"outro, 101 BPM, G# minor, dark trap beat, 808 bass|trap hi-hats, low energy"
6A81D28E-5DC5-4921-A65B-5F060CD474E8_seg000,6A81D28E-5DC5-4921-A65B-5F060CD474E8,intro,intro,1,0.0,30.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.30,sparse opening,owned,"intro, 144 BPM, E minor, dark trap beat, 808 bass|trap hi-hats, low energy"
6A81D28E-5DC5-4921-A65B-5F060CD474E8_seg001,6A81D28E-5DC5-4921-A65B-5F060CD474E8,verse,verse,2,30.0,60.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.60,narrative build,owned,"verse, 144 BPM, E minor, dark trap beat, 808 bass|trap hi-hats, medium energy"
6A81D28E-5DC5-4921-A65B-5F060CD474E8_seg002,6A81D28E-5DC5-4921-A65B-5F060CD474E8,hook,hook,3,60.0,90.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.90,central hook,owned,"hook, 144 BPM, E minor, dark trap beat, 808 bass|trap hi-hats, high energy"
6A81D28E-5DC5-4921-A65B-5F060CD474E8_seg003,6A81D28E-5DC5-4921-A65B-5F060CD474E8,verse,verse,4,90.0,120.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.60,narrative build,owned,"verse, 144 BPM, E minor, dark trap beat, 808 bass|trap hi-hats, medium energy"
6A81D28E-5DC5-4921-A65B-5F060CD474E8_seg004,6A81D28E-5DC5-4921-A65B-5F060CD474E8,hook,hook,5,120.0,150.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.90,central hook,owned,"hook, 144 BPM, E minor, dark trap beat, 808 bass|trap hi-hats, high energy"
6A81D28E-5DC5-4921-A65B-5F060CD474E8_seg005,6A81D28E-5DC5-4921-A65B-5F060CD474E8,verse,verse,6,150.0,180.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.60,narrative build,owned,"verse, 144 BPM, E minor, dark trap beat, 808 bass|trap hi-hats, medium energy"
6A81D28E-5DC5-4921-A65B-5F060CD474E8_seg006,6A81D28E-5DC5-4921-A65B-5F060CD474E8,outro,outro,7,180.0,210.0,trap,dark|atmospheric,808 bass|trap hi-hats,0.25,closing,owned,"outro, 144 BPM, E minor, dark trap beat, 808 bass|trap hi-hats, low energy"
nbbbb_-_016_-__FREE__NBA_Youngboy_Type_Beat_2026__THUG_YOU____Aggressive___Hard_seg000,nbbbb - 016 - (FREE) NBA Youngboy Type Beat 2026 'THUG YOU' | Aggressive & Hard,intro,intro,1,0.0,30.0,trap,aggressive|dark,808 bass|trap hi-hats|piano,0.30,sparse opening,owned,"intro, 156 BPM, G major, aggressive trap beat, 808 bass|trap hi-hats|piano, low energy"
nbbbb_-_016_-__FREE__NBA_Youngboy_Type_Beat_2026__THUG_YOU____Aggressive___Hard_seg001,nbbbb - 016 - (FREE) NBA Youngboy Type Beat 2026 'THUG YOU' | Aggressive & Hard,verse,verse,2,30.0,60.0,trap,aggressive|dark,808 bass|trap hi-hats|piano,0.60,narrative build,owned,"verse, 156 BPM, G major, aggressive trap beat, 808 bass|trap hi-hats|piano, medium energy"
nbbbb_-_016_-__FREE__NBA_Youngboy_Type_Beat_2026__THUG_YOU____Aggressive___Hard_seg002,nbbbb - 016 - (FREE) NBA Youngboy Type Beat 2026 'THUG YOU' | Aggressive & Hard,hook,hook,3,60.0,90.0,trap,aggressive|dark,808 bass|trap hi-hats|piano,0.90,central hook,owned,"hook, 156 BPM, G major, aggressive trap beat, 808 bass|trap hi-hats|piano, high energy"
nbbbb_-_016_-__FREE__NBA_Youngboy_Type_Beat_2026__THUG_YOU____Aggressive___Hard_seg003,nbbbb - 016 - (FREE) NBA Youngboy Type Beat 2026 'THUG YOU' | Aggressive & Hard,verse,verse,4,90.0,120.0,trap,aggressive|dark,808 bass|trap hi-hats|piano,0.60,narrative build,owned,"verse, 156 BPM, G major, aggressive trap beat, 808 bass|trap hi-hats|piano, medium energy"
nbbbb_-_016_-__FREE__NBA_Youngboy_Type_Beat_2026__THUG_YOU____Aggressive___Hard_seg004,nbbbb - 016 - (FREE) NBA Youngboy Type Beat 2026 'THUG YOU' | Aggressive & Hard,hook,hook,5,120.0,150.0,trap,aggressive|dark,808 bass|trap hi-hats|piano,0.90,central hook,owned,"hook, 156 BPM, G major, aggressive trap beat, 808 bass|trap hi-hats|piano, high energy"
nbbbb_-_016_-__FREE__NBA_Youngboy_Type_Beat_2026__THUG_YOU____Aggressive___Hard_seg005,nbbbb - 016 - (FREE) NBA Youngboy Type Beat 2026 'THUG YOU' | Aggressive & Hard,outro,outro,6,150.0,180.0,trap,aggressive|dark,808 bass|trap hi-hats|piano,0.25,closing,owned,"outro, 156 BPM, G major, aggressive trap beat, 808 bass|trap hi-hats|piano, low energy"
nbbbb_-_017_-__FREE__NBA_Youngboy_Type_Beat_2026_-__Soul_Talk_seg000,nbbbb - 017 - [FREE] NBA Youngboy Type Beat 2026 - ''Soul Talk'',intro,intro,1,0.0,30.0,melodic trap,emotional|reflective,piano|808 bass|strings,0.30,sparse opening,owned,"intro, 114 BPM, G# minor, emotional melodic trap beat, piano|808 bass|strings, low energy"
nbbbb_-_017_-__FREE__NBA_Youngboy_Type_Beat_2026_-__Soul_Talk_seg001,nbbbb - 017 - [FREE] NBA Youngboy Type Beat 2026 - ''Soul Talk'',verse,verse,2,30.0,60.0,melodic trap,emotional|reflective,piano|808 bass|strings,0.60,narrative build,owned,"verse, 114 BPM, G# minor, emotional melodic trap beat, piano|808 bass|strings, medium energy"
nbbbb_-_017_-__FREE__NBA_Youngboy_Type_Beat_2026_-__Soul_Talk_seg002,nbbbb - 017 - [FREE] NBA Youngboy Type Beat 2026 - ''Soul Talk'',hook,hook,3,60.0,90.0,melodic trap,emotional|reflective,piano|808 bass|strings,0.90,central hook,owned,"hook, 114 BPM, G# minor, emotional melodic trap beat, piano|808 bass|strings, high energy"
nbbbb_-_017_-__FREE__NBA_Youngboy_Type_Beat_2026_-__Soul_Talk_seg003,nbbbb - 017 - [FREE] NBA Youngboy Type Beat 2026 - ''Soul Talk'',verse,verse,4,90.0,120.0,melodic trap,emotional|reflective,piano|808 bass|strings,0.60,narrative build,owned,"verse, 114 BPM, G# minor, emotional melodic trap beat, piano|808 bass|strings, medium energy"
nbbbb_-_017_-__FREE__NBA_Youngboy_Type_Beat_2026_-__Soul_Talk_seg004,nbbbb - 017 - [FREE] NBA Youngboy Type Beat 2026 - ''Soul Talk'',hook,hook,5,120.0,150.0,melodic trap,emotional|reflective,piano|808 bass|strings,0.90,central hook,owned,"hook, 114 BPM, G# minor, emotional melodic trap beat, piano|808 bass|strings, high energy"
nbbbb_-_017_-__FREE__NBA_Youngboy_Type_Beat_2026_-__Soul_Talk_seg005,nbbbb - 017 - [FREE] NBA Youngboy Type Beat 2026 - ''Soul Talk'',outro,outro,6,150.0,180.0,melodic trap,emotional|reflective,piano|808 bass|strings,0.25,closing,owned,"outro, 114 BPM, G# minor, emotional melodic trap beat, piano|808 bass|strings, low energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg000,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,intro,intro,1,0.0,30.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.30,sparse opening,owned,"intro, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, low energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg001,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,verse,verse,2,30.0,60.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.60,narrative build,owned,"verse, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, medium energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg002,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,hook,hook,3,60.0,90.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.90,central hook,owned,"hook, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, high energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg003,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,verse,verse,4,90.0,120.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.60,narrative build,owned,"verse, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, medium energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg004,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,hook,hook,5,120.0,150.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.90,central hook,owned,"hook, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, high energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg005,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,verse,verse,6,150.0,180.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.60,narrative build,owned,"verse, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, medium energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg006,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,bridge,bridge,7,180.0,210.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.50,transition,owned,"bridge, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, medium energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg007,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,hook,hook,8,210.0,240.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.90,central hook,owned,"hook, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, high energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg008,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,outro,outro,9,240.0,270.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.25,closing,owned,"outro, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, low energy"
nbbbb_-_020_-__FREE__Kodak_Black_Type_Beat__22What_i_Feel_22_seg009,nbbbb - 020 - [FREE] Kodak Black Type Beat %22What i Feel%22,outro,outro,10,270.0,300.0,melodic trap,emotional|reflective,808 bass|bells|trap hi-hats,0.25,closing,owned,"outro, 110 BPM, D minor, emotional melodic trap beat, 808 bass|bells|trap hi-hats, low energy"
smoke_click_seg000,smoke_click,intro,intro,1,0.0,30.0,trap,dark,kick|percussion,0.30,sparse opening,owned,"intro, 121 BPM, A major, dark trap beat, kick|percussion, low energy"
